t,I,e_in,e_out
7.9839679358717431e+03,1.4366483823886639e-02,1.3325196798638381e-01,1.1888548416249717e-01
8.0160320641282560e+03,1.5338408367334050e-02,1.3357505279340884e-01,1.1823664442607479e-01
8.0480961923847690e+03,1.4693805305726684e-02,1.3336077540205030e-01,1.1866697009632361e-01
8.0801603206412819e+03,1.5845663213777075e-02,1.3374367322313291e-01,1.1789801000935583e-01
8.1122244488977949e+03,1.5437637401926260e-02,1.3360803826919340e-01,1.1817040086726714e-01
8.1442885771543079e+03,1.5353645851996042e-02,1.3358011800122202e-01,1.1822647214922598e-01
8.1763527054108208e+03,1.4757929354269686e-02,1.3338209136324150e-01,1.1862416200897181e-01
8.2084168336673338e+03,1.3587220172403602e-02,1.3299292704729143e-01,1.1940570687488783e-01
8.2404809619238476e+03,1.5135712306471566e-02,1.3350767305889086e-01,1.1837196075241929e-01
8.2725450901803597e+03,1.4177800321935247e-02,1.3318924627282244e-01,1.1901144595088720e-01
8.3046092184368736e+03,1.6281903325121277e-02,1.3388868710629903e-01,1.1760678378117775e-01
8.3366733466933856e+03,1.5456763987670250e-02,1.3361439628258584e-01,1.1815763229491559e-01
8.3687374749498995e+03,1.4699763017385306e-02,1.3336275585015586e-01,1.1866299283277056e-01
8.4008016032064115e+03,1.3866441678515043e-02,1.3308574518531155e-01,1.1921930350679651e-01
8.4328657314629254e+03,1.6670355296277320e-02,1.3401781537143578e-01,1.1734746007515846e-01
8.4649298597194374e+03,1.5672180302153144e-02,1.3368600445305931e-01,1.1801382415090617e-01
8.4969939879759513e+03,1.4644593407281747e-02,1.3334441650174206e-01,1.1869982309446031e-01
8.5290581162324634e+03,1.5426847431156798e-02,1.3360445149319497e-01,1.1817760406203817e-01
8.5611222444889772e+03,1.4939138706824368e-02,1.3344232853812835e-01,1.1850318983130398e-01
8.5931863727454893e+03,1.3659993797465242e-02,1.3301711827979734e-01,1.1935712448233210e-01
8.6252505010020031e+03,1.7104377807653462e-02,1.3416209208538182e-01,1.1705771427772836e-01
8.6573146292585152e+03,1.5654455106603654e-02,1.3368011228640642e-01,1.1802565717980276e-01
8.6893787575150291e+03,1.5620603489224782e-02,1.3366885941359630e-01,1.1804825592437151e-01
8.7214428857715429e+03,1.4742197973760376e-02,1.3337686197576332e-01,1.1863466400200294e-01
8.7535070140280550e+03,1.5658514603227744e-02,1.3368146173445980e-01,1.1802294713123206e-01
8.7855711422845689e+03,1.3857116846354406e-02,1.3308264544714746e-01,1.1922552860079305e-01
8.8176352705410809e+03,1.6155214279771193e-02,1.3384657344012385e-01,1.1769135916035266e-01
8.8496993987975948e+03,1.4995606716655091e-02,1.3346109949743956e-01,1.1846549278078447e-01
8.8817635270541068e+03,1.5653806311434662e-02,1.3367989661548438e-01,1.1802609030404972e-01
8.9138276553106207e+03,1.4963327971323465e-02,1.3345036947495281e-01,1.1848704150362935e-01
8.9458917835671327e+03,1.5581885269630003e-02,1.3365598879664256e-01,1.1807410352701256e-01
8.9779559118236466e+03,1.3258356254239753e-02,1.3288360689866938e-01,1.1962525064442962e-01
9.0100200400801587e+03,1.6346463927766341e-02,1.3391014818574820e-01,1.1756368425798186e-01
9.0420841683366725e+03,1.4730685829286549e-02,1.3337303513652821e-01,1.1864234930724166e-01
9.0741482965931846e+03,1.4863625907998529e-02,1.3341722675609999e-01,1.1855360084810146e-01
9.1062124248496984e+03,1.5519364342385641e-02,1.3363520574115714e-01,1.1811584139877150e-01
9.1382765531062123e+03,1.7449817954217239e-02,1.3427692246377140e-01,1.1682710450955416e-01
9.1703406813627244e+03,1.4570781723493381e-02,1.3331988020026150e-01,1.1874909847676812e-01
9.2024048096192382e+03,1.4369715552197668e-02,1.3325304226969334e-01,1.1888332671749567e-01
9.2344689378757503e+03,1.4495680717694442e-02,1.3329491530547655e-01,1.1879923458778210e-01
9.2665330661322641e+03,1.5618684102731067e-02,1.3366822137577714e-01,1.1804953727304607e-01
9.2985971943887762e+03,1.4391206077212351e-02,1.3326018609806342e-01,1.1886898002085107e-01
9.3306613226452901e+03,1.6474669127956088e-02,1.3395276584844792e-01,1.1747809672049184e-01
9.3627254509018021e+03,1.4139576531081222e-02,1.3317654001267354e-01,1.1903696348159232e-01
9.3947895791583160e+03,1.5280644207720878e-02,1.3355585097111686e-01,1.1827520676339598e-01
9.4268537074148280e+03,1.5518701634117379e-02,1.3363498544527605e-01,1.1811628381115867e-01
9.4589178356713419e+03,1.5409079211355758e-02,1.3359854502452281e-01,1.1818946581316706e-01
9.4909819639278539e+03,1.5354604815918535e-02,1.3358043677768788e-01,1.1822583196176935e-01
9.5230460921843678e+03,1.5470264859822253e-02,1.3361888420986459e-01,1.1814861935004234e-01
9.5551102204408799e+03,1.5281918664781916e-02,1.3355627462305161e-01,1.1827435595826970e-01
9.5871743486973937e+03,1.4801252028877249e-02,1.3339649258199535e-01,1.1859524055311810e-01
9.6192384769539076e+03,1.7179300792024343e-02,1.3418699780271176e-01,1.1700769701068742e-01
9.6513026052104196e+03,1.5409082713421937e-02,1.3359854618867076e-01,1.1818946347524882e-01
9.6833667334669335e+03,1.4567315394415831e-02,1.3331872793152857e-01,1.1875141253711274e-01
9.7154308617234456e+03,1.5161501886979706e-02,1.3351624596889175e-01,1.1835474408191204e-01
9.7474949899799594e+03,1.6137734887049476e-02,1.3384076298265116e-01,1.1770302809560168e-01
9.7795591182364715e+03,1.5258009133340952e-02,1.3354832667441283e-01,1.1829031754107187e-01
9.8116232464929853e+03,1.6617424513154705e-02,1.3400022024847172e-01,1.1738279573531701e-01
9.8436873747494974e+03,1.3959302550299382e-02,1.3311661377180820e-01,1.1915731122150881e-01
9.8757515030060113e+03,1.4275718234466078e-02,1.3322179590857783e-01,1.1894607767411175e-01
9.9078156312625233e+03,1.5321814179122026e-02,1.3356953659347712e-01,1.1824772241435509e-01
9.9398797595190372e+03,1.6785773135632537e-02,1.3405618229055882e-01,1.1727040915492629e-01
9.9719438877755492e+03,1.3657923865433991e-02,1.3301643019799278e-01,1.1935850633255879e-01
1.0004008016032063e+04,1.5526471149274981e-02,1.3363756816872008e-01,1.1811109701944510e-01
1.0036072144288577e+04,1.4445339950802466e-02,1.3327818114944753e-01,1.1883284119864507e-01
1.0068136272545089e+04,1.3892882198713749e-02,1.3309453447911029e-01,1.1920165228039654e-01
1.0100200400801603e+04,1.4679323398791799e-02,1.3335596136155375e-01,1.1867663796276195e-01
1.0132264529058115e+04,1.6397078527321945e-02,1.3392697336856504e-01,1.1752989484124310e-01
1.0164328657314629e+04,1.4596174307591553e-02,1.3332832114167664e-01,1.1873214683408509e-01
1.0196392785571141e+04,1.4805883213539789e-02,1.3339803206920328e-01,1.1859214885566349e-01
1.0228456913827655e+04,1.5578437484022059e-02,1.3365484269208330e-01,1.1807640520806124e-01
1.0260521042084167e+04,1.3670172274757086e-02,1.3302050178460778e-01,1.1935032950985069e-01
1.0292585170340681e+04,1.7171313687326550e-02,1.3418434274867613e-01,1.1701302906134958e-01
1.0324649298597193e+04,1.4211185528091502e-02,1.3320034410233694e-01,1.1898915857424544e-01
1.0356713426853707e+04,1.5865971839840926e-02,1.3375042416750635e-01,1.1788445232766542e-01
1.0388777555110219e+04,1.4329278597314504e-02,1.3323960031490820e-01,1.1891032171759369e-01
1.0420841683366732e+04,1.6183671207211328e-02,1.3385603302314306e-01,1.1767236181593173e-01
1.0452905811623245e+04,1.4142745807357221e-02,1.3317759353582886e-01,1.1903484772847164e-01
1.0484969939879758e+04,1.6481979373037872e-02,1.3395519590244240e-01,1.1747321652940453e-01
1.0517034068136272e+04,1.6010622927852339e-02,1.3379850873247684e-01,1.1778788580462450e-01
1.0549098196392784e+04,1.5558068654120419e-02,1.3364807173489004e-01,1.1809000308076963e-01
1.0581162324649298e+04,1.4753699449703728e-02,1.3338068526858662e-01,1.1862698581888290e-01
1.0613226452905810e+04,1.5336107178381700e-02,1.3357428783773501e-01,1.1823818065935331e-01
1.0645290581162324e+04,1.3729011199750882e-02,1.3304006087780545e-01,1.1931104967805457e-01
1.0677354709418836e+04,1.5442675918049847e-02,1.3360971316053663e-01,1.1816703724248678e-01
1.0709418837675350e+04,1.5399135373946549e-02,1.3359523951812860e-01,1.1819610414418205e-01
1.0741482965931862e+04,1.5872293124235742e-02,1.3375252547358182e-01,1.1788023234934608e-01
1.0773547094188376e+04,1.4681560526771886e-02,1.3335670502222702e-01,1.1867514449545513e-01
1.0805611222444888e+04,1.5448916848651947e-02,1.3361178775559915e-01,1.1816287090694720e-01
1.0837675350701402e+04,1.4563333336014103e-02,1.3331740422529911e-01,1.1875407088928501e-01
1.0869739478957914e+04,1.6426428657767847e-02,1.3393672986796995e-01,1.1751030121020210e-01
1.0901803607214428e+04,1.5681835606607603e-02,1.3368921404601827e-01,1.1800737843941067e-01
1.0933867735470940e+04,1.5318932350764078e-02,1.3356857862305924e-01,1.1824964627229516e-01
1.0965931863727454e+04,1.4271429141439015e-02,1.3322037013864063e-01,1.1894894099720162e-01
1.0997995991983968e+04,1.6550995453168155e-02,1.3397813806094616e-01,1.1742714260777801e-01
1.1030060120240480e+04,1.4999105837988330e-02,1.3346226266688907e-01,1.1846315682890074e-01
1.1062124248496993e+04,1.6128735304577674e-02,1.3383777136320027e-01,1.1770903605862260e-01
1.1094188376753506e+04,1.5742112060732644e-02,1.3370925099917480e-01,1.1796713893844216e-01
1.1126252505010019e+04,1.5774522979212807e-02,1.3372002495833984e-01,1.1794550197912704e-01
1.1158316633266531e+04,1.4648713610748626e-02,1.3334578612981182e-01,1.1869707251906320e-01
1.1190380761523045e+04,1.6067022423701505e-02,1.3381725691653512e-01,1.1775023449283362e-01
1.1222444889779557e+04,1.4632302572724243e-02,1.3334033081222668e-01,1.1870802823950244e-01
1.1254509018036071e+04,1.5519959552444160e-02,1.3363540359944118e-01,1.1811544404699702e-01
1.1286573146292583e+04,1.5058863993162794e-02,1.3348212732836134e-01,1.1842326333519855e-01
1.1318637274549097e+04,1.5385307492895184e-02,1.3359064288733821e-01,1.1820533539444303e-01
1.1350701402805609e+04,1.5639098484148906e-02,1.3367500747509009e-01,1.1803590899094119e-01
1.1382765531062123e+04,1.4124825029745880e-02,1.3317163635425824e-01,1.1904681132451236e-01
1.1414829659318637e+04,1.4700343913475730e-02,1.3336294895022333e-01,1.1866260503674760e-01
1.1446893787575149e+04,1.5698657762471244e-02,1.3369480602640033e-01,1.1799614826392908e-01
1.1478957915831663e+04,1.5215466447689757e-02,1.3353418473769543e-01,1.1831871829000568e-01
1.1511022044088175e+04,1.5950049891851101e-02,1.3377837319028746e-01,1.1782832329843636e-01
1.1543086172344689e+04,1.6438484821478402e-02,1.3394073754876237e-01,1.1750225272728397e-01
1.1575150300601201e+04,1.4218755892583132e-02,1.3320286062459658e-01,1.1898410473201344e-01
1.1607214428857715e+04,1.4582325802518198e-02,1.3332371765509690e-01,1.1874139185257870e-01
1.1639278557114227e+04,1.5591789824333735e-02,1.3365928124476628e-01,1.1806749142043255e-01
1.1671342685370741e+04,1.5978246177784455e-02,1.3378774613149022e-01,1.1780949995370577e-01
1.1703406813627253e+04,1.5294080291933146e-02,1.3356031736174287e-01,1.1826623706980972e-01
1.1735470941883766e+04,1.6000034758895748e-02,1.3379498903894740e-01,1.1779495428005166e-01
1.1767535070140279e+04,1.4696484005469357e-02,1.3336166584893469e-01,1.1866518184346533e-01
1.1799599198396792e+04,1.4485188479327754e-02,1.3329142750095901e-01,1.1880623902163126e-01
1.1831663326653304e+04,1.5980158078884962e-02,1.3378838168103152e-01,1.1780822360214656e-01
1.1863727454909818e+04,1.4419054113771548e-02,1.3326944327504597e-01,1.1885038916127443e-01
1.1895791583166332e+04,1.7642741477752494e-02,1.3434105363505053e-01,1.1669831215729803e-01
1.1927855711422844e+04,1.6625088110252345e-02,1.3400276776288697e-01,1.1737767965263463e-01
1.1959919839679358e+04,1.4337061176143875e-02,1.3324218738094426e-01,1.1890512620480038e-01
1.1991983967935870e+04,1.4528038183542008e-02,1.3330567149604081e-01,1.1877763331249880e-01
1.2024048096192384e+04,1.4948369777814954e-02,1.3344539710842268e-01,1.1849702733060773e-01
1.2056112224448896e+04,1.5219045160511049e-02,1.3353537436475840e-01,1.1831632920424735e-01
1.2088176352705410e+04,1.5507252077318873e-02,1.3363117941127964e-01,1.1812392733396077e-01
1.2120240480961922e+04,1.5187420291877765e-02,1.3352486170238290e-01,1.1833744141050513e-01
1.2152304609218436e+04,1.3878380682815022e-02,1.3308971392024935e-01,1.1921133323743432e-01
1.2184368737474948e+04,1.4050428781495233e-02,1.3314690573327209e-01,1.1909647695177686e-01
1.2216432865731462e+04,1.3854414266135484e-02,1.3308174706195738e-01,1.1922733279582190e-01
1.2248496993987974e+04,1.5422878950514890e-02,1.3360313230044604e-01,1.1818025334993115e-01
1.2280561122244488e+04,1.5957932958981721e-02,1.3378099366040339e-01,1.1782306070142166e-01
1.2312625250501002e+04,1.5643552854071097e-02,1.3367648818596872e-01,1.1803293533189763e-01
1.2344689378757514e+04,1.5224030466574667e-02,1.3353703156814706e-01,1.1831300110157239e-01
1.2376753507014027e+04,1.3993174846896356e-02,1.3312787351874841e-01,1.1913469867185206e-01
1.2408817635270540e+04,1.6793859503654154e-02,1.3405887034146183e-01,1.1726501083780767e-01
1.2440881763527053e+04,1.4806668580994040e-02,1.3339829313914889e-01,1.1859162455815485e-01
1.2472945891783565e+04,1.7532971390306157e-02,1.3430456412795863e-01,1.1677159273765247e-01
1.2505010020040079e+04,1.6061170828047547e-02,1.3381531174325170e-01,1.1775414091520416e-01
1.2537074148296591e+04,1.5355926634224609e-02,1.3358087617332698e-01,1.1822494953910237e-01
1.2569138276553105e+04,1.3182762949952215e-02,1.3285847835520340e-01,1.1967571540525118e-01
1.2601202404809617e+04,1.5247170519864919e-02,1.3354472372871826e-01,1.1829755320885334e-01
1.2633266533066131e+04,1.4182406312229903e-02,1.3319077738497140e-01,1.1900837107274150e-01
1.2665330661322643e+04,1.6569628865360009e-02,1.3398433213477556e-01,1.1741470326941555e-01
1.2697394789579157e+04,1.8300312422583592e-02,1.3455964177879762e-01,1.1625932935621403e-01
1.2729458917835669e+04,1.5936783605365434e-02,1.3377396324340357e-01,1.1783717963803814e-01
1.2761523046092183e+04,1.3402243067776765e-02,1.3293143740535895e-01,1.1952919433758219e-01
1.2793587174348697e+04,1.6308841050377346e-02,1.3389764167979476e-01,1.1758880062941741e-01
1.2825651302605209e+04,1.5443968526521856e-02,1.3361014284631528e-01,1.1816617431979343e-01
1.2857715430861723e+04,1.6658526339660334e-02,1.3401388321826510e-01,1.1735535687860477e-01
1.2889779559118235e+04,1.7425145010407816e-02,1.3426872074343105e-01,1.1684357573302323e-01
1.2921843687374749e+04,1.4997202880128901e-02,1.3346163009023387e-01,1.1846442721010497e-01
1.2953907815631261e+04,1.2590482408965320e-02,1.3266159388965471e-01,1.2007111148068939e-01
1.2985971943887775e+04,1.6334597358010933e-02,1.3390620352930990e-01,1.1757160617129897e-01
1.3018036072144287e+04,1.4213148944321477e-02,1.3320099677640759e-01,1.1898784783208612e-01
1.3050100200400801e+04,1.5415091979068082e-02,1.3360054377422165e-01,1.1818545179515356e-01
1.3082164328657313e+04,1.7128146318759571e-02,1.3416999315637176e-01,1.1704184683761219e-01
1.3114228456913826e+04,1.5552256818861937e-02,1.3364613977865844e-01,1.1809388295979650e-01
1.3146292585170338e+04,1.4462161658302553e-02,1.3328377298078015e-01,1.1882161132247759e-01
1.3178356713426852e+04,1.4548513664159407e-02,1.3331247790580392e-01,1.1876396424164451e-01
1.3210420841683364e+04,1.4310319727200607e-02,1.3323329805313350e-01,1.1892297832593289e-01
1.3242484969939878e+04,1.5243494490437159e-02,1.3354350175190161e-01,1.1830000726146445e-01
1.3274549098196392e+04,1.5492308208555267e-02,1.3362621180655068e-01,1.1813390359799542e-01
1.3306613226452904e+04,1.4534569146973542e-02,1.3330784250311273e-01,1.1877327335613919e-01
1.3338677354709418e+04,1.4093655704167596e-02,1.3316127512239970e-01,1.1906761941823210e-01
1.3370741482965930e+04,1.6622649035396939e-02,1.3400195697151709e-01,1.1737930793612016e-01
1.3402805611222444e+04,1.4882337957309727e-02,1.3342344697028471e-01,1.1854110901297499e-01
1.3434869739478956e+04,1.4817149651434949e-02,1.3340177723124386e-01,1.1858462757980891e-01
1.3466933867735470e+04,1.5741643099509831e-02,1.3370909510821374e-01,1.1796745200870391e-01
1.3498997995991982e+04,1.3919525495684690e-02,1.3310339117946957e-01,1.1918386568378488e-01
1.3531062124248496e+04,1.3186760641496043e-02,1.3285980725815955e-01,1.1967304661666350e-01
1.3563126252505008e+04,1.4993796415787533e-02,1.3346049772159155e-01,1.1846670130580401e-01
1.3595190380761522e+04,1.4890816806242047e-02,1.3342626548874806e-01,1.1853544868250601e-01
1.3627254509018034e+04,1.5543958893026261e-02,1.3364338140221196e-01,1.1809942250918570e-01
1.3659318637274548e+04,1.7027369395943126e-02,1.3413649313532439e-01,1.1710912373938126e-01
1.3691382765531062e+04,1.4973929043678724e-02,1.3345389345778585e-01,1.1847996441410713e-01
1.3723446893787574e+04,1.4317259604334248e-02,1.3323560499031142e-01,1.1891834538597718e-01
1.3755511022044087e+04,1.4724377987931678e-02,1.3337093829914456e-01,1.1864656031121289e-01
1.3787575150300599e+04,1.5912566919186022e-02,1.3376591319112738e-01,1.1785334627194136e-01
1.3819639278557113e+04,1.4914267940263945e-02,1.3343406105802408e-01,1.1851979311776013e-01
1.3851703406813625e+04,1.5903086405535741e-02,1.3376276170169954e-01,1.1785967529616380e-01
1.3883767535070139e+04,1.5725727636871190e-02,1.3370380452859945e-01,1.1797807689172826e-01
1.3915831663326651e+04,1.5532732626146434e-02,1.3363964959371560e-01,1.1810691696756917e-01
1.3947895791583165e+04,1.4065958785103250e-02,1.3315206817952258e-01,1.1908610939441933e-01
1.3979959919839677e+04,1.4073009877603099e-02,1.3315441208664472e-01,1.1908140220904162e-01
1.4012024048096191e+04,1.5562351907801225e-02,1.3364949556371605e-01,1.1808714365591483e-01
1.4044088176352703e+04,1.5797459739112535e-02,1.3372764954060787e-01,1.1793018980149533e-01
1.4076152304609217e+04,1.4823419532168730e-02,1.3340386144983804e-01,1.1858044191766931e-01
1.4108216432865729e+04,1.4362822486758034e-02,1.3325075089353386e-01,1.1888792840677583e-01
1.4140280561122243e+04,1.4497516103133989e-02,1.3329552541985659e-01,1.1879800931672260e-01
1.4172344689378757e+04,1.6081963571627750e-02,1.3382222361680088e-01,1.1774026004517313e-01
1.4204408817635269e+04,1.4917193823774502e-02,1.3343503367314627e-01,1.1851783984937177e-01
1.4236472945891783e+04,1.5992472063900171e-02,1.3379247506615502e-01,1.1780000300225485e-01
1.4268537074148295e+04,1.7458566813937398e-02,1.3427983073855743e-01,1.1682126392462003e-01
1.4300601202404809e+04,1.4933055649281352e-02,1.3344030642283378e-01,1.1850725077355242e-01
1.4332665330661321e+04,1.4138858246241504e-02,1.3317630124215285e-01,1.1903744299591135e-01
1.4364729458917835e+04,1.4061856690798930e-02,1.3315070457125019e-01,1.1908884788045127e-01
1.4396793587174347e+04,1.6746238099525745e-02,1.3404304014942581e-01,1.1729680204990006e-01
1.4428857715430860e+04,1.6653420069727365e-02,1.3401218580435542e-01,1.1735876573462806e-01
1.4460921843687373e+04,1.6397880907386378e-02,1.3392724009379695e-01,1.1752935918641057e-01
1.4492985971943886e+04,1.5068887978920059e-02,1.3348545947746601e-01,1.1841657149854595e-01
1.4525050100200398e+04,1.4165776788245460e-02,1.3318524943880763e-01,1.1901947265056217e-01
1.4557114228456912e+04,1.5489064640672526e-02,1.3362513358755393e-01,1.1813606894688140e-01
1.4589178356713424e+04,1.7164954874824556e-02,1.3418222896758789e-01,1.1701727409276333e-01
1.4621242484969938e+04,1.5460601123192363e-02,1.3361567181388592e-01,1.1815507069069356e-01
1.4653306613226452e+04,1.5748288522177273e-02,1.3371130416354843e-01,1.1796301564137116e-01
1.4685370741482964e+04,1.4880005934477275e-02,1.3342267176488984e-01,1.1854266583041256e-01
1.4717434869739478e+04,1.4482504725600240e-02,1.3329053537402680e-01,1.1880803064842656e-01
1.4749498997995990e+04,1.4258661009523887e-02,1.3321612578708925e-01,1.1895746477756536e-01
1.4781563126252504e+04,1.5600986626768149e-02,1.3366233842359071e-01,1.1806135179682256e-01
1.4813627254509016e+04,1.3434489707832439e-02,1.3294215675548290e-01,1.1950766704765046e-01
1.4845691382765530e+04,1.6442437549729808e-02,1.3394205150512453e-01,1.1749961395539472e-01
1.4877755511022042e+04,1.5786918027465485e-02,1.3372414529030582e-01,1.1793722726284034e-01
1.4909819639278556e+04,1.6019027797175872e-02,1.3380130265880838e-01,1.1778227486163251e-01
1.4941883767535068e+04,1.4554680999231656e-02,1.3331452803641480e-01,1.1875984703718315e-01
1.4973947895791582e+04,1.6523942276255532e-02,1.3396914510927155e-01,1.1744520283301602e-01
1.5006012024048094e+04,1.5158190267452076e-02,1.3351514512832305e-01,1.1835695486087097e-01
1.5038076152304608e+04,1.4882776017946089e-02,1.3342359258933886e-01,1.1854081657139277e-01
1.5070140280561121e+04,1.5159168225152370e-02,1.3351547021865737e-01,1.1835630199350500e-01
1.5102204408817634e+04,1.4473353190603278e-02,1.3328749324288686e-01,1.1881414005228358e-01
1.5134268537074147e+04,1.5235460562389780e-02,1.3354083113295870e-01,1.1830537057056892e-01
1.5166332665330659e+04,1.5383943451304602e-02,1.3359018945592208e-01,1.1820624600461747e-01
1.5198396793587173e+04,1.5976098579652764e-02,1.3378703223210364e-01,1.1781093365245088e-01
1.5230460921843685e+04,1.5304489756039430e-02,1.3356377765062774e-01,1.1825928789458831e-01
1.5262525050100199e+04,1.5205624983162178e-02,1.3353091326184152e-01,1.1832528827867934e-01
1.5294589178356711e+04,1.5075414421980377e-02,1.3348762898188818e-01,1.1841221455990780e-01
1.5326653306613225e+04,1.3624830282460129e-02,1.3300542930913550e-01,1.1938059902667537e-01
1.5358717434869737e+04,1.5376057151657518e-02,1.3358756791125875e-01,1.1821151075960123e-01
1.5390781563126251e+04,1.5831633659083022e-02,1.3373900955246332e-01,1.1790737589338030e-01
1.5422845691382763e+04,1.4227103076345976e-02,1.3320563537523469e-01,1.1897853229888872e-01
1.5454909819639277e+04,1.5176040894411241e-02,1.3352107899058049e-01,1.1834503809616925e-01
1.5486973947895789e+04,1.4417687313906274e-02,1.3326898892673125e-01,1.1885130161282498e-01
1.5519038076152303e+04,1.6158481153758592e-02,1.3384765940646234e-01,1.1768917825270375e-01
1.5551102204408817e+04,1.4837014594950390e-02,1.3340838068773755e-01,1.1857136609278716e-01
1.5583166332665329e+04,1.6421034433304046e-02,1.3393493673290449e-01,1.1751390229960045e-01
1.5615230460921843e+04,1.4844317617174266e-02,1.3341080834072941e-01,1.1856649072355514e-01
1.5647294589178355e+04,1.6925255186662477e-02,1.3410254857674053e-01,1.1717729339007806e-01
1.5679358717434869e+04,1.5961804940846744e-02,1.3378228077524676e-01,1.1782047583440002e-01
1.5711422845691381e+04,1.6859403216325605e-02,1.3408065822396359e-01,1.1722125500763798e-01
1.5743486973947895e+04,1.4973014437442825e-02,1.3345358942658767e-01,1.1848057498914484e-01
1.5775551102204407e+04,1.6397423135439237e-02,1.3392708792235011e-01,1.1752966478691088e-01
1.5807615230460920e+04,1.5611525051085623e-02,1.3366584158112260e-01,1.1805431653003698e-01
1.5839679358717432e+04,1.5588932659529334e-02,1.3365833147294034e-01,1.1806939881341101e-01
1.5871743486973946e+04,1.5750387210542671e-02,1.3371200180445847e-01,1.1796161459391580e-01
1.5903807615230458e+04,1.5811448538613243e-02,1.3373229966351483e-01,1.1792085112490158e-01
1.5935871743486972e+04,1.3531028505354051e-02,1.3297424794916210e-01,1.1944321944380805e-01
1.5967935871743486e+04,1.6379996440350125e-02,1.3392129498249863e-01,1.1754129854214851e-01
1.6000000000000000e+04,1.3325434050691143e-02,1.3290590473758446e-01,1.1958047068689331e-01
